ID_pacjenta,ImiÍ,Nazwisko,Nr_telefonu,MiejscowoúÊ,Ulica_i_numer_domu,Pesel
836427268,Andrzej,Skrobot,971 230 713,AugustÛw,pl. Orzeszkowej 88/15,17511849970
748996647,Tymon,Nieúcior,834 157 915,Nowa SÛl,ulica S≥oneczna 81,99547092970
956226778,Franciszek,Paw,053 239 912,Wπgrowiec,plac Che≥moÒskiego 12/00,67180850654
536665718,Gabriel,Prokurat,421 859 298,åwidnica,pl. Podwale 03/33,10223425131
164912033,Julian,Wasil,041 309 792,Wπgrowiec,pl. Stolarska 66,12025250809
932919158,Sandra,Marosz,639 006 738,Police,aleja Kopernika 371,82581716046
733746033,Anastazja,NÛøka,942 548 243,Bia≥a Podlaska,ul. Stefana Batorego 68/53,19038157210
580456566,Kazimierz,Dryga≥a,928 790 820,Grudziπdz,plac Parkowa 14/14,10416062379
281592594,Albert,Koterba,254 476 706,PruszkÛw,aleja Ba≥tycka 853,89557159319
518472492,Lidia,Rajchel,547 879 738,Skarøysko-Kamienna,ulica Zielna 76,11399104828
847841070,Fryderyk,Wojsa,226 239 081,PoznaÒ,ulica Bursztynowa 08/63,65473530929
281875961,Janina,Andryszczyk,418 294 100,Be≥chatÛw,al. Go≥Íbia 49/21,42610531417
123880828,Gustaw,MrÛzek,539 109 108,Be≥chatÛw,ul. Zakole 71/93,81165574637
189813902,Krystyna,Wojniak,629 908 303,BÍdzin,ulica Okulickiego 97,90418339207
263102489,Grzegorz,Handke,766 888 175,Olsztyn,ul. G≥owackiego 386,26885360250
816392445,Nela,Kazimierczuk,692 552 939,Radom,ulica Jana III Sobieskiego 91/12,84859151568
124270935,Dagmara,Kott,959 334 312,Pszczyna,aleja Morcinka 19,91624120341
203602923,Aleks,Cherek,974 668 219,åroda Wielkopolska,ul. èrÛdlana 14,99054481715
607277786,Gustaw,Wiciak,811 371 164,Kluczbork,plac Robotnicza 68,60750751450
993596051,RÛøa,Czubaj,483 280 873,Piekary ålπskie,pl. Szmaragdowa 33/95,90891879268
139304786,Anna Maria,Strug,911 584 964,Jawor,aleja Ptasia 756,65879056644
379044203,Hubert,Øugaj,184 420 918,åwiebodzice,al. Krasickiego 991,20572783817
901374142,Miko≥aj,Ka≥ek,365 795 592,M≥awa,al. Malinowa 26/59,53430499763
197347091,Sandra,Stoltman,784 309 735,åwidnik,plac Cisowa 38,97347583230
660518772,Marcelina,Huber,055 494 489,Krosno,plac Pi≥sudskiego 73/86,83429051335
132396645,Grzegorz,FroÒ,847 898 510,W≥oc≥awek,plac Zboøowa 670,50045622247
234157570,Angelika,Wiak,401 625 807,Bi≥goraj,al. Kolonia 81,85339801708
651908235,Bruno,Wijata,367 606 261,GdaÒsk,al. Kalinowa 81,17896377881
305106599,Igor,Wojtach,775 072 092,PoznaÒ,ulica Ogrodowa 49/53,49977343873
288908496,Sandra,Nytko,864 418 031,£owicz,aleja Przemys≥owa 67/84,94608430371
809397580,Kornelia,Piekacz,693 077 557,Øory,pl. KiliÒskiego 50,91788463393
193987766,Marianna,Parus,916 415 387,Bia≥a Podlaska,pl. Harcerska 45,62088246916
502596673,Maks,Klos,381 853 953,Leszno,ulica GÛrna 281,12655645111
807810374,Tobiasz,Jaszczyszyn,065 199 893,Brzeg,pl. Turystyczna 152,81614851038
811064627,JÛzef,Wyroúlak,596 725 803,Czechowice-Dziedzice,plac Dworska 48/98,92447309622
730203403,Liwia,Bohdanowicz,964 661 036,Czerwionka-Leszczyny,plac Dolna 60,78378953527
116456043,Kornel,Gubernat,633 515 418,KÍdzierzyn-Koüle,pl. Wschodnia 41,60363165784
296118275,Jan,Szaj,027 067 920,Radomsko,ulica Wyzwolenia 016,26072264230
423432286,Dorota,Merchel,599 602 168,Gorlice,aleja DaszyÒskiego 95,96622346876
180337138,Wiktor,Oleúkiewicz,520 396 214,Mielec,plac Malinowa 13,30314806020
253971705,Adrianna,Wac≥aw,655 678 152,LuboÒ,aleja Daleka 206,24946000680
118438634,Wojciech,Dusik,079 583 035,PiastÛw,al. Dworska 228,40513742076
680144491,Konrad,Drozda,485 059 982,Nowy DwÛr Mazowiecki,al. Wiúlana 03/69,33217086025
510183163,Jerzy,Utrata,156 478 319,Tczew,aleja DÍbowa 638,86859584874
561067635,Mariusz,Danilczuk,260 051 372,ChorzÛw,plac Gajowa 658,94808002620
970534949,Bruno,Bicz,514 324 928,Gliwice,al. Morska 77/91,65537492736
317953833,Jan,Reimann,076 321 501,Kielce,ul. Rzemieúlnicza 93,17484055542
569434711,Oskar,Stypu≥a,583 097 043,Bytom,aleja Cegielniana 197,94187324972
128640772,JÍdrzej,Leszcz,911 440 627,ChrzanÛw,ulica Boles≥awa Chrobrego 45,74049889860
786338447,Kaja,Krakowczyk,196 034 044,Brzeg,plac Wschodnia 371,98166375785
859346421,Konrad,Øybura,695 991 903,Miko≥Ûw,pl. Morcinka 654,11470107285
964031257,Kamila,Kapka,517 701 097,Pi≥a,pl. ToruÒska 05,52076228741
681976003,Kajetan,Czubaj,446 175 785,Tarnobrzeg,aleja Bociania 208,44520468576
403930195,Oliwier,Mostek,081 605 958,Piekary ålπskie,pl. S≥owianska 43/87,10244362522
166958236,Gabriel,åwierkot,501 159 146,Wodzis≥aw ålπski,ulica Pogodna 86/52,30449082952
619989161,B≥aøej,Syroka,278 684 906,OstrÛda,pl. Sikorskiego 17,35704848347
328565776,Mi≥osz,Dziuban,277 479 517,S≥upsk,aleja Fio≥kowa 69,43669992506
129376741,Krzysztof,Maciejuk,697 804 169,Bia≥ystok,ul. Jesionowa 88,93950462516
145708017,Monika,Jaszczyszyn,162 002 895,Tychy,aleja Bankowa 41,72378484207
575296292,Juliusz,Bochnak,526 823 502,Olsztyn,al. Plaøowa 75/24,54396610531
725713842,Dagmara,Irzyk,467 891 617,G≥ogÛw,ulica Nowa 225,84291157891
150478538,Dorota,Malesza,037 261 021,åwidnica,al. Szymanowskiego 42/93,51776815119
458319739,Iwo,KnieÊ,254 521 061,Wrzeúnia,pl. Kaszubska 245,24108860758
628332564,Patryk,Smykla,006 229 860,Szczecin,pl. Norwida 71/25,49418655326
474936470,Fryderyk,MiroÒczuk,017 011 016,KrakÛw,al. D≥uga 721,24654971531
589297303,Borys,Bryczek,544 376 571,KÍdzierzyn-Koüle,ulica KsiÍøycowa 53/45,64041762579
174349385,Alex,Lepa,855 572 660,TarnÛw,ulica Zau≥ek 45,76282217100
627384752,Witold,Saternus,594 546 495,Otwock,ulica Bociania 30/18,19261755278
432041564,Iwo,Molga,720 190 079,RacibÛrz,aleja Bursztynowa 51,17832409362
793724339,£ukasz,Dziadkiewicz,668 449 668,Nowy DwÛr Mazowiecki,ul. Strzelecka 58,43950705263
651860793,Liwia,Koman,610 318 338,årem,pl. Ma≥a 123,86028610797
825845361,Adrian,Wy≥upek,005 988 633,åwidnica,al. Maja 20/11,60315071863
972745114,Tola,Szwaj,130 676 888,åwidnica,ulica Ma≥a 234,84504038794
480347088,Dawid,Smolorz,792 367 463,Marki,pl. Wybickiego 32/56,20291898843
594505335,Gaja,Drewicz,708 195 120,Brodnica,plac Szeroka 03/57,31810254131
764260378,Jakub,Szumacher,653 786 784,Lubliniec,ulica èrÛdlana 583,99106550664
760051292,Krystyna,Bπbol,845 062 716,Chojnice,plac Jadwigi 587,96287334322
517552034,Janina,Szywa≥a,660 065 493,Bielsko-Bia≥a,ul. Wiejska 42,54771344088
145004048,Julita,Øyrek,001 905 596,Radom,ulica Kraszewskiego 28,85186339342
176711133,Maurycy,Ufniarz,924 093 078,CzÍstochowa,pl. WyszyÒskiego 89/44,77952879428
985874666,Roksana,Tondera,313 822 645,Wejherowo,ulica Øwirki i Wigury 38/23,46060534174
692999492,Krzysztof,Siebert,285 137 375,Siemianowice ålπskie,plac Grottgera 89,54490633788
347007345,Nataniel,Ogonek,570 970 804,Stalowa Wola,ulica Sowia 50,45299001665
821809903,Leon,Jurczuk,363 486 474,åwiecie,aleja Wschodnia 264,63280151069
680897008,Wojciech,Fio≥ek,723 444 296,Warszawa,ul. Dojazdowa 80/38,37764773337
795069038,Alan,Chomiuk,868 926 389,Kalisz,pl. Dojazdowa 38/38,54127950994
965922254,Ksawery,Gonsior,047 259 577,P≥oÒsk,ulica Ciasna 65/48,16511912270
416901064,Iwo,Bakiera,751 061 629,Zgierz,plac £πkowa 617,77447313479
360951714,Eryk,Gradek,940 665 248,ØagaÒ,aleja Matejki 61/47,77728425222
772816813,Dominik,Zygu≥a,239 313 170,KÍdzierzyn-Koüle,al. Po≥udniowa 60,80180722391
714310980,Karina,Krauza,736 608 690,Gdynia,al. PartyzantÛw 326,84100986760
396381015,Blanka,Ch≥πd,151 769 676,Pabianice,pl. £πczna 34,65727078707
132749870,Jacek,Gubernat,491 676 338,Bia≥a Podlaska,ul. Go≥Íbia 774,59280838668
374012363,Natasza,John,762 977 370,Radom,pl. Zachodnia 109,76035987970
895697813,Szymon,Misiejuk,463 625 237,åwiÍtoch≥owice,pl. Wiklinowa 23/14,53893177093
557205282,JÛzef,ålebioda,187 488 305,Wejherowo,aleja Kaliska 409,90708673225
681112861,Justyna,LizoÒ,357 848 930,Jas≥o,pl. Jana 78,51806310484
116631869,Rozalia,Kopa≥a,444 150 996,O≥awa,plac W≥adys≥awa £okietka 02,21944108235
438457588,Andrzej,Fogiel,729 714 467,Bielawa,al. Szarych SzeregÛw 67,97705023329
299667219,Dawid,Ambroøewicz,272 085 286,Lubin,plac Wrzosowa 952,22520924632
414704012,Marcel,M≥yÒczak,631 138 592,Szczytno,ulica Kochanowskiego 52,87184613117
570438284,Antoni,Westfal,747 325 645,Jaros≥aw,aleja Øwirowa 21,76293592767
748920667,Mateusz,Kwarciak,638 178 010,Otwock,ulica Tysiπclecia 943,18241913700
520664630,Natan,Kurant,342 785 793,Radom,al. Korczaka 948,67135805533
